"Image id","Path","Extension","Height","Width","Type of Replica","Replica param 1","Replica param 2","Replica of"
"1563","rep/326_comp_0.7.jpg","jpg","450.0","600.0","Compressed","0.7",,"1551"
"1564","rep/326_comp__mean_0.0_stdev_0.1.jpg","jpg","450.0","600.0","Gaussian","0.0","0.1","1551"
"1565","rep/326_comp__mean_0.0_stdev_0.25.jpg","jpg","450.0","600.0","Gaussian","0.0","0.25","1551"
"1566","rep/326_resize_0.5.jpg","jpg","225.0","300.0","Resized","0.5",,"1551"
"1567","rep/326_resize_0.8.jpg","jpg","360.0","480.0","Resized","0.8",,"1551"
"1568","rep/326_resize_1.2.jpg","jpg","540.0","720.0","Resized","1.2",,"1551"
"1569","rep/326_resize_1.5.jpg","jpg","675.0","900.0","Resized","1.5",,"1551"
"1570","rep/326_smoothed_kernel_2.jpg","jpg","450.0","600.0","Smoothed","2",,"1551"
"1571","rep/326_smoothed_kernel_3.jpg","jpg","450.0","600.0","Smoothed","3",,"1551"
"1572","rep/326_gamma_0.25.jpg","jpg","450.0","600.0","Gamma","0.25",,"1551"
"1573","rep/326_gamma_0.6.jpg","jpg","450.0","600.0","Gamma","0.6",,"1551"
"1574","rep/326_gamma_1.5.jpg","jpg","450.0","600.0","Gamma","1.5",,"1551"
"1575","rep/326_gamma_1.8.jpg","jpg","450.0","600.0","Gamma","1.8",,"1551"
"1576","rep/326channel_s_0.1.jpg","jpg","450.0","600.0","ChannelS","0.1",,"1551"
"1577","rep/326channel_s_-0.1.jpg","jpg","450.0","600.0","ChannelS","-0.1",,"1551"
"1578","rep/326channel_v_-0.1.jpg","jpg","450.0","600.0","ChannelV","-0.1",,"1551"
"1579","rep/326channel_v_0.1.jpg","jpg","450.0","600.0","ChannelV","0.1",,"1551"
"1580","rep/326_h_flipped.jpg","jpg","450.0","600.0","HFlipped",,,"1551"
"1581","rep/326_text_15.jpg","jpg","450.0","600.0","Text","15",,"1551"
"1582","rep/326_occlusion__radius_3_size_0.1.jpg","jpg","450.0","600.0","Occluded","3","0.1","1551"
"1583","rep/326_occlusion__radius_2_size_0.15.jpg","jpg","450.0","600.0","Occluded","2","0.15","1551"
"1584","src/526.jpg","jpg","450.0","600.0",,,,
"1585","rep/526_rotate_30.0.jpg","jpg","450.0","600.0","Rotated","30.0",,"1584"
"1586","rep/526_rotate_90.0.jpg","jpg","450.0","600.0","Rotated","90.0",,"1584"
"1587","rep/526_rotate_180.0.jpg","jpg","450.0","600.0","Rotated","180.0",,"1584"
"1588","rep/526_rotate_270.0.jpg","jpg","450.0","600.0","Rotated","270.0",,"1584"
"1589","rep/526_cropped_h_0.25.jpg","jpg","450.0","450.0","Cropped_H","0.25",,"1584"
"1590","rep/526_cropped_h_0.5.jpg","jpg","450.0","300.0","Cropped_H","0.5",,"1584"
"1591","rep/526_cropped_v_0.25.jpg","jpg","337.0","600.0","Cropped_V","0.25",,"1584"
"1592","rep/526_cropped_v_0.5.jpg","jpg","225.0","600.0","Cropped_V","0.5",,"1584"
"1593","rep/526_comp_0.1.jpg","jpg","450.0","600.0","Compressed","0.1",,"1584"
"1594","rep/526_comp_0.3.jpg","jpg","450.0","600.0","Compressed","0.3",,"1584"
"1595","rep/526_comp_0.5.jpg","jpg","450.0","600.0","Compressed","0.5",,"1584"
"1596","rep/526_comp_0.7.jpg","jpg","450.0","600.0","Compressed","0.7",,"1584"
"1597","rep/526_comp__mean_0.0_stdev_0.1.jpg","jpg","450.0","600.0","Gaussian","0.0","0.1","1584"
"1598","rep/526_comp__mean_0.0_stdev_0.25.jpg","jpg","450.0","600.0","Gaussian","0.0","0.25","1584"
"1599","rep/526_resize_0.5.jpg","jpg","225.0","300.0","Resized","0.5",,"1584"
"1600","rep/526_resize_0.8.jpg","jpg","360.0","480.0","Resized","0.8",,"1584"
"1601","rep/526_resize_1.2.jpg","jpg","540.0","720.0","Resized","1.2",,"1584"
"1602","rep/526_resize_1.5.jpg","jpg","675.0","900.0","Resized","1.5",,"1584"
"1603","rep/526_smoothed_kernel_2.jpg","jpg","450.0","600.0","Smoothed","2",,"1584"
"1604","rep/526_smoothed_kernel_3.jpg","jpg","450.0","600.0","Smoothed","3",,"1584"
"1605","rep/526_gamma_0.25.jpg","jpg","450.0","600.0","Gamma","0.25",,"1584"
"1606","rep/526_gamma_0.6.jpg","jpg","450.0","600.0","Gamma","0.6",,"1584"
"1607","rep/526_gamma_1.5.jpg","jpg","450.0","600.0","Gamma","1.5",,"1584"
"1608","rep/526_gamma_1.8.jpg","jpg","450.0","600.0","Gamma","1.8",,"1584"
"1609","rep/526channel_s_0.1.jpg","jpg","450.0","600.0","ChannelS","0.1",,"1584"
"1610","rep/526channel_s_-0.1.jpg","jpg","450.0","600.0","ChannelS","-0.1",,"1584"
"1611","rep/526channel_v_-0.1.jpg","jpg","450.0","600.0","ChannelV","-0.1",,"1584"
"1612","rep/526channel_v_0.1.jpg","jpg","450.0","600.0","ChannelV","0.1",,"1584"
"1613","rep/526_h_flipped.jpg","jpg","450.0","600.0","HFlipped",,,"1584"
"1614","rep/526_text_15.jpg","jpg","450.0","600.0","Text","15",,"1584"
"1615","rep/526_occlusion__radius_3_size_0.1.jpg","jpg","450.0","600.0","Occluded","3","0.1","1584"
"1616","rep/526_occlusion__radius_2_size_0.15.jpg","jpg","450.0","600.0","Occluded","2","0.15","1584"
"1617","src/490.jpg","jpg","500.0","500.0",,,,
"1618","rep/490_rotate_30.0.jpg","jpg","500.0","500.0","Rotated","30.0",,"1617"
"1619","rep/490_rotate_90.0.jpg","jpg","500.0","500.0","Rotated","90.0",,"1617"
"1620","rep/490_rotate_180.0.jpg","jpg","500.0","500.0","Rotated","180.0",,"1617"
"1621","rep/490_rotate_270.0.jpg","jpg","500.0","500.0","Rotated","270.0",,"1617"
"1622","rep/490_cropped_h_0.25.jpg","jpg","500.0","375.0","Cropped_H","0.25",,"1617"
"1623","rep/490_cropped_h_0.5.jpg","jpg","500.0","250.0","Cropped_H","0.5",,"1617"
"1624","rep/490_cropped_v_0.25.jpg","jpg","375.0","500.0","Cropped_V","0.25",,"1617"
"1625","rep/490_cropped_v_0.5.jpg","jpg","250.0","500.0","Cropped_V","0.5",,"1617"
"1626","rep/490_comp_0.1.jpg","jpg","500.0","500.0","Compressed","0.1",,"1617"
"1627","rep/490_comp_0.3.jpg","jpg","500.0","500.0","Compressed","0.3",,"1617"
"1628","rep/490_comp_0.5.jpg","jpg","500.0","500.0","Compressed","0.5",,"1617"
"1629","rep/490_comp_0.7.jpg","jpg","500.0","500.0","Compressed","0.7",,"1617"
"1630","rep/490_comp__mean_0.0_stdev_0.1.jpg","jpg","500.0","500.0","Gaussian","0.0","0.1","1617"
"1631","rep/490_comp__mean_0.0_stdev_0.25.jpg","jpg","500.0","500.0","Gaussian","0.0","0.25","1617"
"1632","rep/490_resize_0.5.jpg","jpg","250.0","250.0","Resized","0.5",,"1617"
"1633","rep/490_resize_0.8.jpg","jpg","400.0","400.0","Resized","0.8",,"1617"
"1634","rep/490_resize_1.2.jpg","jpg","600.0","600.0","Resized","1.2",,"1617"
"1635","rep/490_resize_1.5.jpg","jpg","750.0","750.0","Resized","1.5",,"1617"
"1636","rep/490_smoothed_kernel_2.jpg","jpg","500.0","500.0","Smoothed","2",,"1617"
"1637","rep/490_smoothed_kernel_3.jpg","jpg","500.0","500.0","Smoothed","3",,"1617"
"1638","rep/490_gamma_0.25.jpg","jpg","500.0","500.0","Gamma","0.25",,"1617"
"1639","rep/490_gamma_0.6.jpg","jpg","500.0","500.0","Gamma","0.6",,"1617"
"1640","rep/490_gamma_1.5.jpg","jpg","500.0","500.0","Gamma","1.5",,"1617"
"1641","rep/490_gamma_1.8.jpg","jpg","500.0","500.0","Gamma","1.8",,"1617"
"1642","rep/490channel_s_0.1.jpg","jpg","500.0","500.0","ChannelS","0.1",,"1617"
"1643","rep/490channel_s_-0.1.jpg","jpg","500.0","500.0","ChannelS","-0.1",,"1617"
"1644","rep/490channel_v_-0.1.jpg","jpg","500.0","500.0","ChannelV","-0.1",,"1617"
"1645","rep/490channel_v_0.1.jpg","jpg","500.0","500.0","ChannelV","0.1",,"1617"
"1646","rep/490_h_flipped.jpg","jpg","500.0","500.0","HFlipped",,,"1617"
"1647","rep/490_text_15.jpg","jpg","500.0","500.0","Text","15",,"1617"
"1648","rep/490_occlusion__radius_3_size_0.1.jpg","jpg","500.0","500.0","Occluded","3","0.1","1617"
"1649","rep/490_occlusion__radius_2_size_0.15.jpg","jpg","500.0","500.0","Occluded","2","0.15","1617"
"1650","neg/1340.jpg","jpg","1024.0","576.0",,,,
"1651","neg/1082.jpg","jpg","900.0","600.0",,,,
"1652","neg/1164.jpg","jpg","640.0","480.0",,,,
"1653","neg/1442.jpg","jpg","513.0","600.0",,,,
"1654","neg/2302.jpg","jpg","800.0","600.0",,,,
"1655","neg/2246.jpg","jpg","800.0","600.0",,,,
"1656","neg/572.jpg","jpg","800.0","480.0",,,,
"1657","neg/119.jpg","jpg","640.0","548.0",,,,
"1658","neg/2080.jpg","jpg","1024.0","576.0",,,,
"1659","neg/1024.jpg","jpg","403.0","403.0",,,,
"1660","neg/1893.jpg","jpg","448.0","598.0",,,,
"1661","neg/537.jpg","jpg","300.0","500.0",,,,
"1662","neg/1072.jpg","jpg","709.0","600.0",,,,
"1663","neg/548.jpg","jpg","500.0","500.0",,,,
"1664","neg/2161.jpg","jpg","800.0","600.0",,,,
"1665","neg/1094.jpg","jpg","468.0","600.0",,,,
"1666","neg/1588.jpg","jpg","800.0","600.0",,,,
"1667","neg/1463.jpg","jpg","181.0","177.0",,,,
"1668","neg/1807.jpg","jpg","800.0","600.0",,,,
"1669","neg/765.jpg","jpg","1024.0","577.0",,,,
"1670","neg/520.jpg","jpg","848.0","600.0",,,,
"1671","neg/1526.jpg","jpg","140.0","105.0",,,,
"1672","neg/353.jpg","jpg","194.0","259.0",,,,
"1673","neg/635.jpg","jpg","351.0","600.0",,,,
"1674","neg/1114.jpg","jpg","600.0","600.0",,,,
"1675","neg/2308.jpg","jpg","919.0","600.0",,,,
"1676","neg/652.jpg","jpg","626.0","417.0",,,,
"1677","neg/2284.jpg","jpg","750.0","500.0",,,,
"1678","neg/284.jpg","jpg","337.0","600.0",,,,
"1679","neg/511.jpg","jpg","140.0","95.0",,,,
"1680","neg/1726.jpg","jpg","240.0","320.0",,,,
"1681","neg/1212.jpg","jpg","450.0","600.0",,,,
"1682","neg/1728.jpg","jpg","833.0","599.0",,,,
"1683","neg/1054.jpg","jpg","600.0","600.0",,,,
"1684","neg/800.jpg","jpg","600.0","600.0",,,,
"1685","neg/998.jpg","jpg","275.0","580.0",,,,
"1686","neg/2139.jpg","jpg","450.0","600.0",,,,
"1687","neg/184.jpg","jpg","294.0","420.0",,,,
"1688","neg/496.jpg","jpg","823.0","600.0",,,,
"1689","neg/1779.jpg","jpg","448.0","599.0",,,,
"1690","neg/417.jpg","jpg","450.0","600.0",,,,
"1691","neg/1300.jpg","jpg","222.0","475.0",,,,
"1692","neg/2224.jpg","jpg","497.0","500.0",,,,
"1693","neg/1690.jpg","jpg","873.0","599.0",,,,
"1694","neg/926.jpg","jpg","84.0","140.0",,,,
"1695","neg/2119.jpg","jpg","384.0","512.0",,,,
"1696","neg/1317.jpg","jpg","450.0","600.0",,,,
"1697","neg/2242.jpg","jpg","780.0","440.0",,,,
"1698","neg/1377.jpg","jpg","424.0","600.0",,,,
"1699","neg/2006.jpg","jpg","1024.0","576.0",,,,
"1700","neg/95.jpg","jpg","450.0","600.0",,,,
"1701","neg/235.jpg","jpg","399.0","599.0",,,,
"1702","neg/1602.jpg","jpg","337.0","600.0",,,,
"1703","neg/1154.jpg","jpg","435.0","320.0",,,,
"1704","neg/2072.jpg","jpg","900.0","600.0",,,,
"1705","neg/2067.jpg","jpg","428.0","599.0",,,,
"1706","neg/1901.jpg","jpg","544.0","302.0",,,,
"1707","neg/500.jpg","jpg","218.0","500.0",,,,
"1708","neg/801.jpg","jpg","341.0","600.0",,,,
"1709","neg/443.jpg","jpg","640.0","360.0",,,,
"1710","neg/2107.jpg","jpg","280.0","280.0",,,,
"1711","neg/241.jpg","jpg","375.0","600.0",,,,
"1712","neg/1997.jpg","jpg","600.0","600.0",,,,
"1713","neg/2314.jpg","jpg","171.0","311.0",,,,
"1714","neg/1352.jpg","jpg","1024.0","577.0",,,,
"1715","neg/1652.jpg","jpg","600.0","600.0",,,,
"1716","neg/768.jpg","jpg","364.0","599.0",,,,
"1717","neg/1866.jpg","jpg","337.0","599.0",,,,
"1718","neg/756.jpg","jpg","285.0","599.0",,,,
"1719","neg/907.jpg","jpg","800.0","600.0",,,,
"1720","neg/1528.jpg","jpg","544.0","600.0",,,,
"1721","neg/615.jpg","jpg","417.0","600.0",,,,
"1722","neg/1452.jpg","jpg","800.0","600.0",,,,
"1723","neg/2171.jpg","jpg","800.0","600.0",,,,
"1724","neg/279.jpg","jpg","471.0","599.0",,,,
"1725","neg/42.jpg","jpg","192.0","134.0",,,,
"1726","neg/1182.jpg","jpg","178.0","598.0",,,,
"1727","neg/207.jpg","jpg","450.0","600.0",,,,
"1728","neg/2223.jpg","jpg","337.0","599.0",,,,
"1729","neg/73.jpg","jpg","320.0","553.0",,,,
"1730","neg/557.jpg","jpg","400.0","600.0",,,,
"1731","neg/1671.jpg","jpg","270.0","475.0",,,,
"1732","neg/1084.jpg","jpg","140.0","105.0",,,,
"1733","neg/821.jpg","jpg","480.0","320.0",,,,
"1734","neg/87.jpg","jpg","352.0","400.0",,,,
"1735","neg/2303.jpg","jpg","337.0","599.0",,,,
"1736","neg/1391.jpg","jpg","363.0","599.0",,,,
"1737","neg/476.jpg","jpg","720.0","500.0",,,,
"1738","neg/599.jpg","jpg","600.0","600.0",,,,
"1739","neg/1649.jpg","jpg","600.0","600.0",,,,
"1740","neg/1601.jpg","jpg","1024.0","576.0",,,,
"1741","neg/1653.jpg","jpg","299.0","209.0",,,,
"1742","neg/707.jpg","jpg","600.0","600.0",,,,
"1743","neg/312.jpg","jpg","128.0","128.0",,,,
"1744","neg/1616.jpg","jpg","366.0","285.0",,,,
"1745","neg/1877.jpg","jpg","500.0","500.0",,,,
"1746","neg/2063.jpg","jpg","200.0","147.0",,,,
"1747","neg/2029.jpg","jpg","450.0","600.0",,,,
"1748","neg/1615.jpg","jpg","443.0","598.0",,,,
"1749","neg/1568.jpg","jpg","600.0","600.0",,,,
"1750","neg/146.jpg","jpg","800.0","600.0",,,,
"1751","neg/1436.jpg","jpg","356.0","460.0",,,,
"1752","neg/2322.jpg","jpg","301.0","300.0",,,,
"1753","neg/1034.jpg","jpg","787.0","500.0",,,,
"1754","neg/234.jpg","jpg","186.0","148.0",,,,
"1755","neg/649.jpg","jpg","450.0","599.0",,,,
"1756","neg/2150.jpg","jpg","500.0","500.0",,,,
"1757","neg/1460.jpg","jpg","363.0","576.0",,,,
"1758","neg/1319.jpg","jpg","800.0","600.0",,,,
"1759","neg/1305.jpg","jpg","800.0","600.0",,,,
"1760","neg/1028.jpg","jpg","420.0","599.0",,,,
"1761","neg/172.jpg","jpg","700.0","500.0",,,,
"1762","neg/2145.jpg","jpg","960.0","540.0",,,,
"1763","neg/1640.jpg","jpg","337.0","599.0",,,,
"1764","neg/1862.jpg","jpg","307.0","598.0",,,,
"1765","neg/1465.jpg","jpg","800.0","600.0",,,,
"1766","neg/1593.jpg","jpg","416.0","599.0",,,,
"1767","neg/2040.jpg","jpg","457.0","599.0",,,,
"1768","neg/2087.jpg","jpg","375.0","500.0",,,,
"1769","neg/1198.jpg","jpg","155.0","597.0",,,,
"1770","neg/1018.jpg","jpg","608.0","599.0",,,,
"1771","neg/775.jpg","jpg","401.0","600.0",,,,
"1772","neg/1288.jpg","jpg","450.0","600.0",,,,
"1773","neg/1926.jpg","jpg","450.0","600.0",,,,
"1774","neg/1279.jpg","jpg","800.0","600.0",,,,
"1775","neg/568.jpg","jpg","476.0","600.0",,,,
"1776","neg/2363.jpg","jpg","600.0","600.0",,,,
"1777","neg/233.jpg","jpg","600.0","600.0",,,,
"1778","neg/1011.jpg","jpg","800.0","600.0",,,,
"1779","neg/550.jpg","jpg","249.0","598.0",,,,
"1780","neg/1724.jpg","jpg","1024.0","576.0",,,,
"1781","neg/1385.jpg","jpg","600.0","600.0",,,,
"1782","neg/824.jpg","jpg","500.0","500.0",,,,
"1783","neg/263.jpg","jpg","337.0","600.0",,,,
"1784","neg/1514.jpg","jpg","784.0","600.0",,,,
"1785","neg/2018.jpg","jpg","496.0","500.0",,,,
"1786","neg/305.jpg","jpg","400.0","600.0",,,,
"1787","neg/475.jpg","jpg","1066.0","600.0",,,,
"1788","neg/428.jpg","jpg","450.0","600.0",,,,
"1789","neg/1509.jpg","jpg","140.0","105.0",,,,
"1790","neg/2153.jpg","jpg","600.0","600.0",,,,
"1791","neg/1569.jpg","jpg","600.0","600.0",,,,
"1792","neg/971.jpg","jpg","1024.0","576.0",,,,
"1793","neg/1058.jpg","jpg","337.0","599.0",,,,
"1794","neg/783.jpg","jpg","444.0","500.0",,,,
"1795","neg/542.jpg","jpg","853.0","600.0",,,,
"1796","neg/1107.jpg","jpg","836.0","462.0",,,,
"1797","neg/1290.jpg","jpg","167.0","299.0",,,,
"1798","neg/1656.jpg","jpg","281.0","599.0",,,,
"1799","neg/1776.jpg","jpg","240.0","320.0",,,,
"1800","neg/1669.jpg","jpg","169.0","225.0",,,,
"1801","neg/575.jpg","jpg","93.0","140.0",,,,
"1802","neg/1731.jpg","jpg","340.0","510.0",,,,
"1803","neg/690.jpg","jpg","105.0","140.0",,,,
"1804","neg/293.jpg","jpg","800.0","600.0",,,,
"1805","neg/1117.jpg","jpg","337.0","599.0",,,,
"1806","neg/260.jpg","jpg","329.0","440.0",,,,
"1807","neg/1128.jpg","jpg","803.0","510.0",,,,
"1808","neg/808.jpg","jpg","1024.0","576.0",,,,
"1809","neg/807.jpg","jpg","537.0","537.0",,,,
"1810","neg/332.jpg","jpg","745.0","520.0",,,,
"1811","neg/2073.jpg","jpg","899.0","600.0",,,,
"1812","neg/904.jpg","jpg","1000.0","500.0",,,,
"1813","neg/2134.jpg","jpg","1024.0","577.0",,,,
"1814","neg/1397.jpg","jpg","338.0","598.0",,,,
"1815","neg/1773.jpg","jpg","900.0","600.0",,,,
"1816","neg/1797.jpg","jpg","381.0","381.0",,,,
"1817","neg/1535.jpg","jpg","600.0","600.0",,,,
"1818","neg/1676.jpg","jpg","450.0","600.0",,,,
"1819","neg/2252.jpg","jpg","504.0","504.0",,,,
"1820","neg/367.jpg","jpg","783.0","599.0",,,,
"1821","neg/1233.jpg","jpg","730.0","500.0",,,,
"1822","neg/1929.jpg","jpg","190.0","133.0",,,,
"1823","neg/1312.jpg","jpg","309.0","599.0",,,,
"1824","neg/301.jpg","jpg","790.0","520.0",,,,
"1825","neg/778.jpg","jpg","450.0","600.0",,,,
"1826","neg/1008.jpg","jpg","603.0","599.0",,,,
"1827","neg/2276.jpg","jpg","294.0","420.0",,,,
"1828","neg/2088.jpg","jpg","900.0","599.0",,,,
"1829","neg/536.jpg","jpg","300.0","300.0",,,,
"1830","neg/356.jpg","jpg","337.0","599.0",,,,
"1831","neg/2334.jpg","jpg","337.0","599.0",,,,
"1832","neg/267.jpg","jpg","324.0","599.0",,,,
"1833","neg/873.jpg","jpg","800.0","600.0",,,,
"1834","neg/812.jpg","jpg","398.0","599.0",,,,
"1835","neg/1004.jpg","jpg","800.0","600.0",,,,
"1836","neg/582.jpg","jpg","613.0","600.0",,,,
"1837","neg/45.jpg","jpg","800.0","600.0",,,,
"1838","neg/644.jpg","jpg","450.0","600.0",,,,
"1839","neg/782.jpg","jpg","600.0","600.0",,,,
"1840","neg/757.jpg","jpg","450.0","600.0",,,,
"1841","neg/1915.jpg","jpg","455.0","455.0",,,,
"1842","neg/1798.jpg","jpg","589.0","400.0",,,,
"1843","neg/145.jpg","jpg","337.0","599.0",,,,
"1844","neg/1371.jpg","jpg","600.0","600.0",,,,
"1845","neg/290.jpg","jpg","557.0","558.0",,,,
"1846","neg/2346.jpg","jpg","406.0","599.0",,,,
"1847","neg/734.jpg","jpg","370.0","370.0",,,,
"1848","neg/2113.jpg","jpg","334.0","499.0",,,,
"1849","neg/1362.jpg","jpg","900.0","599.0",,,,
"1850","neg/1679.jpg","jpg","480.0","480.0",,,,
"1851","neg/497.jpg","jpg","600.0","600.0",,,,
"1852","neg/1650.jpg","jpg","1040.0","585.0",,,,
"1853","neg/1321.jpg","jpg","640.0","480.0",,,,
"1854","neg/1092.jpg","jpg","100.0","100.0",,,,
"1855","neg/742.jpg","jpg","450.0","600.0",,,,
"1856","neg/409.jpg","jpg","1024.0","576.0",,,,
"1857","neg/973.jpg","jpg","281.0","599.0",,,,
"1858","neg/974.jpg","jpg","1024.0","580.0",,,,
"1859","neg/1088.jpg","jpg","337.0","599.0",,,,
"1860","neg/643.jpg","jpg","668.0","499.0",,,,
"1861","neg/314.jpg","jpg","399.0","599.0",,,,
"1862","neg/882.jpg","jpg","720.0","521.0",,,,
"1863","neg/2.jpg","jpg","600.0","600.0",,,,
"1864","neg/2154.jpg","jpg","400.0","600.0",,,,
"1865","neg/817.jpg","jpg","399.0","531.0",,,,
"1866","neg/1156.jpg","jpg","417.0","345.0",,,,
"1867","neg/77.jpg","jpg","600.0","600.0",,,,
"1868","neg/168.jpg","jpg","500.0","500.0",,,,
"1869","neg/676.jpg","jpg","824.0","598.0",,,,
"1870","neg/1814.jpg","jpg","1024.0","576.0",,,,
"1871","neg/1380.jpg","jpg","1024.0","576.0",,,,
"1872","neg/88.jpg","jpg","399.0","599.0",,,,
"1873","neg/2362.jpg","jpg","600.0","600.0",,,,
"1874","neg/604.jpg","jpg","800.0","600.0",,,,
"1875","neg/254.jpg","jpg","450.0","600.0",,,,
"1876","neg/735.jpg","jpg","800.0","600.0",,,,
"1877","neg/1936.jpg","jpg","576.0","599.0",,,,
"1878","neg/1555.jpg","jpg","600.0","600.0",,,,
"1879","neg/549.jpg","jpg","336.0","482.0",,,,
"1880","neg/1372.jpg","jpg","337.0","599.0",,,,
"1881","neg/1470.jpg","jpg","480.0","582.0",,,,
"1882","neg/2199.jpg","jpg","600.0","600.0",,,,
"1883","neg/259.jpg","jpg","416.0","600.0",,,,
"1884","neg/1282.jpg","jpg","500.0","500.0",,,,
"1885","neg/642.jpg","jpg","800.0","600.0",,,,
"1886","neg/1476.jpg","jpg","305.0","481.0",,,,
"1887","neg/2196.jpg","jpg","600.0","600.0",,,,
"1888","neg/97.jpg","jpg","600.0","600.0",,,,
"1889","neg/881.jpg","jpg","574.0","500.0",,,,
"1890","neg/1707.jpg","jpg","240.0","320.0",,,,
"1891","neg/1977.jpg","jpg","349.0","599.0",,,,
"1892","neg/2282.jpg","jpg","450.0","600.0",,,,
"1893","neg/51.jpg","jpg","450.0","600.0",,,,
"1894","neg/2155.jpg","jpg","208.0","400.0",,,,
"1895","neg/1991.jpg","jpg","239.0","500.0",,,,
"1896","neg/976.jpg","jpg","375.0","600.0",,,,
"1897","neg/1066.jpg","jpg","323.0","599.0",,,,
"1898","neg/164.jpg","jpg","900.0","600.0",,,,
"1899","neg/512.jpg","jpg","1066.0","600.0",,,,
"1900","neg/1116.jpg","jpg","395.0","599.0",,,,
"1901","neg/677.jpg","jpg","300.0","300.0",,,,
"1902","neg/1501.jpg","jpg","600.0","600.0",,,,
"1903","neg/1378.jpg","jpg","272.0","552.0",,,,
"1904","neg/2324.jpg","jpg","800.0","600.0",,,,
"1905","neg/2279.jpg","jpg","400.0","400.0",,,,
"1906","neg/578.jpg","jpg","450.0","600.0",,,,
"1907","neg/764.jpg","jpg","399.0","599.0",,,,
"1908","neg/286.jpg","jpg","399.0","599.0",,,,
"1909","neg/1934.jpg","jpg","600.0","600.0",,,,
"1910","neg/714.jpg","jpg","600.0","600.0",,,,
"1911","neg/1585.jpg","jpg","337.0","599.0",,,,
"1912","neg/1188.jpg","jpg","336.0","599.0",,,,
"1913","neg/715.jpg","jpg","450.0","600.0",,,,
"1914","neg/1845.jpg","jpg","225.0","225.0",,,,
"1915","neg/1051.jpg","jpg","400.0","600.0",,,,
"1916","neg/739.jpg","jpg","480.0","479.0",,,,
"1917","neg/1228.jpg","jpg","600.0","600.0",,,,
"1918","neg/1747.jpg","jpg","398.0","599.0",,,,
"1919","neg/2041.jpg","jpg","450.0","600.0",,,,
"1920","neg/1920.jpg","jpg","1024.0","577.0",,,,
"1921","neg/125.jpg","jpg","214.0","320.0",,,,
"1922","neg/1960.jpg","jpg","549.0","499.0",,,,
"1923","neg/1780.jpg","jpg","244.0","300.0",,,,
"1924","neg/1356.jpg","jpg","391.0","528.0",,,,
"1925","neg/2306.jpg","jpg","327.0","598.0",,,,
"1926","neg/1766.jpg","jpg","600.0","600.0",,,,
"1927","neg/865.jpg","jpg","1024.0","577.0",,,,
"1928","neg/455.jpg","jpg","800.0","600.0",,,,
"1929","neg/1268.jpg","jpg","338.0","600.0",,,,
"1930","neg/54.jpg","jpg","797.0","600.0",,,,
"1931","neg/703.jpg","jpg","487.0","599.0",,,,
"1932","neg/1461.jpg","jpg","450.0","600.0",,,,
"1933","neg/15.jpg","jpg","800.0","600.0",,,,
"1934","neg/769.jpg","jpg","370.0","555.0",,,,
"1935","neg/515.jpg","jpg","485.0","449.0",,,,
"1936","neg/2071.jpg","jpg","250.0","500.0",,,,
"1937","neg/226.jpg","jpg","1024.0","576.0",,,,
"1938","neg/2301.jpg","jpg","800.0","600.0",,,,
"1939","neg/868.jpg","jpg","337.0","599.0",,,,
"1940","neg/200.jpg","jpg","296.0","500.0",,,,
"1941","neg/1306.jpg","jpg","326.0","599.0",,,,
"1942","neg/1695.jpg","jpg","600.0","600.0",,,,
"1943","neg/59.jpg","jpg","800.0","600.0",,,,
"1944","neg/1784.jpg","jpg","500.0","500.0",,,,
"1945","neg/2368.jpg","jpg","800.0","600.0",,,,
"1946","neg/1431.jpg","jpg","398.0","599.0",,,,
"1947","neg/221.jpg","jpg","600.0","600.0",,,,
"1948","neg/809.jpg","jpg","136.0","369.0",,,,
"1949","neg/834.jpg","jpg","500.0","500.0",,,,
"1950","neg/1774.jpg","jpg","225.0","600.0",,,,
"1951","neg/579.jpg","jpg","450.0","600.0",,,,
"1952","neg/2140.jpg","jpg","450.0","600.0",,,,
"1953","neg/525.jpg","jpg","561.0","600.0",,,,
"1954","neg/1561.jpg","jpg","600.0","600.0",,,,
"1955","neg/250.jpg","jpg","343.0","599.0",,,,
"1956","neg/205.jpg","jpg","600.0","600.0",,,,
"1957","neg/1142.jpg","jpg","401.0","599.0",,,,
"1958","neg/1976.jpg","jpg","281.0","599.0",,,,
"1959","neg/471.jpg","jpg","351.0","468.0",,,,
"1960","neg/771.jpg","jpg","1024.0","577.0",,,,
"1961","neg/816.jpg","jpg","218.0","387.0",,,,
"1962","neg/507.jpg","jpg","718.0","600.0",,,,
"1963","neg/105.jpg","jpg","400.0","600.0",,,,
"1964","neg/946.jpg","jpg","596.0","599.0",,,,
"1965","neg/399.jpg","jpg","768.0","535.0",,,,
"1966","neg/2358.jpg","jpg","337.0","599.0",,,,
"1967","neg/1623.jpg","jpg","600.0","600.0",,,,
"1968","neg/2106.jpg","jpg","345.0","250.0",,,,
"1969","neg/1811.jpg","jpg","400.0","400.0",,,,
"1970","neg/2060.jpg","jpg","800.0","600.0",,,,
"1971","neg/1183.jpg","jpg","900.0","600.0",,,,
"1972","neg/140.jpg","jpg","190.0","190.0",,,,
"1973","neg/115.jpg","jpg","448.0","600.0",,,,
"1974","neg/1599.jpg","jpg","140.0","140.0",,,,
"1975","neg/760.jpg","jpg","600.0","600.0",,,,
"1976","neg/1611.jpg","jpg","713.0","600.0",,,,
